2016-08-22 09:55:20: -- Analysis Started by User
2016-08-22 09:55:27: Changes: 330, Conflicts: 0, CopyTime: 0, CopyState: 0/0, Errors: 0, All: 9024
2016-08-22 09:55:27: Left to Right: Copy File: 330 
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e8/952c39e16f1d467bc1754186413d34e99fd637' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e8/952c39e16f1d467bc1754186413d34e99fd637'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e8/b0a9a21cb953c1d4e756c71d814a7ee9d19d71' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e8/b0a9a21cb953c1d4e756c71d814a7ee9d19d71'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e9/c177e6e6d6b27f1f7d86cd00c1574be486fc70' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e9/c177e6e6d6b27f1f7d86cd00c1574be486fc70'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ea/a2e30349bb1d221ae88846e05361e83e610731' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ea/a2e30349bb1d221ae88846e05361e83e610731'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/eb/cae59e4be19581b7055227a90e1df0683d840b' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/eb/cae59e4be19581b7055227a90e1df0683d840b'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/eb/db9c94859de7738cc5f43affb5c5175f93a8d5' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/eb/db9c94859de7738cc5f43affb5c5175f93a8d5'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ec/4e75234971ef55d16526c18bd06a8495b87d24' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ec/4e75234971ef55d16526c18bd06a8495b87d24'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ed/93452b493ed03647c0caa54909b014a821cefd' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ed/93452b493ed03647c0caa54909b014a821cefd'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ed/95ca6ea03b17f9138d8b40b8b406b6241eb6cf' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ed/95ca6ea03b17f9138d8b40b8b406b6241eb6cf'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ef/c886fd49e733b34310c55fb27db9ac8619e5e1' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ef/c886fd49e733b34310c55fb27db9ac8619e5e1'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ef/df644699445b313cb475223a8f57c4fe2d127f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ef/df644699445b313cb475223a8f57c4fe2d127f'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/f0/c3640f27a03ce335a64f7e37144e56f8654632' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/f0/c3640f27a03ce335a64f7e37144e56f8654632'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/f1/f8930ea43dfe865022e7a71081845454480ce7' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/f1/f8930ea43dfe865022e7a71081845454480ce7'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/f3/65d5d0b4beb0d465574aabfe580062ccef6781' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/f3/65d5d0b4beb0d465574aabfe580062ccef6781'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/f5/b7b474aa42257368666c134ebb0e03a1721546' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/f5/b7b474aa42257368666c134ebb0e03a1721546'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/f5/dbbec1c9e2dcbbb86c2c18e2af11ddd7f537f8' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/f5/dbbec1c9e2dcbbb86c2c18e2af11ddd7f537f8'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/f6/2b5173d4ec31161bb628f0cd931b0a56d7e04d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/f6/2b5173d4ec31161bb628f0cd931b0a56d7e04d'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/f9/cd7b42a560849ef697a415f456dda2ad547674' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/f9/cd7b42a560849ef697a415f456dda2ad547674'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/fa/3d4cb660a07ea17286ae845fd79cc362786445' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/fa/3d4cb660a07ea17286ae845fd79cc362786445'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/fb/90b9c76763a7ead583bcf859c338dd3c5bfb48' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/fb/90b9c76763a7ead583bcf859c338dd3c5bfb48'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/fc/8c59dab64c8a863a3c21f2d18b0aeaeef7aa83' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/fc/8c59dab64c8a863a3c21f2d18b0aeaeef7aa83'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/fc/ef468589ec2c6361accd55b93f61ff049c1cab' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/fc/ef468589ec2c6361accd55b93f61ff049c1cab'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/fe/0aa19a03001419e60478eb9fa8abf8c7dde255' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/fe/0aa19a03001419e60478eb9fa8abf8c7dde255'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ff/21e57a5a5d613c50fa3e7bac6fd974031f4e2e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ff/21e57a5a5d613c50fa3e7bac6fd974031f4e2e'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ff/2a969501f581d10fd4098cc904809277cf1ad6' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ff/2a969501f581d10fd4098cc904809277cf1ad6'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ff/ee1b418eee3cd95fd0aae64d0e170b3a39a356' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ff/ee1b418eee3cd95fd0aae64d0e170b3a39a356'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/refs/heads/master' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/refs/heads/master'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/refs/remotes/vns-bodypaint/master' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/refs/remotes/vns-bodypaint/master'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/sourcetreeconfig' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/sourcetreeconfig'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/application/controllers/backend/Member.php' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/application/controllers/backend/Member.php'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/application/models/Member_model.php' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/application/models/Member_model.php'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/application/views/backend/member/edit.php' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/application/views/backend/member/edit.php'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/application/views/backend/member/frmEditInfo.php' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/application/views/backend/member/frmEditInfo.php'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/application/views/backend/member/frmEditPassword.php' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/application/views/backend/member/frmEditPassword.php'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/application/views/backend/member/frmEditPermission.php' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/application/views/backend/member/frmEditPermission.php'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/application/views/backend/member/list.php' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/application/views/backend/member/list.php'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/assets/backend/css/.sass-cache/fe15532edf4bc1801d7854717498957e12f2da11/style.scssc' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/assets/backend/css/.sass-cache/fe15532edf4bc1801d7854717498957e12f2da11/style.scssc'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/assets/backend/css/style-min.css' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/assets/backend/css/style-min.css'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/assets/backend/css/style.scss' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/assets/backend/css/style.scss'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/assets/backend/js/script-min.js' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/assets/backend/js/script-min.js'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/assets/backend/js/script.js' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/assets/backend/js/script.js'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/assets/config.codekit' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/assets/config.codekit'
2016-08-22 09:55:31: == Sync Complete. Time: 00:00:03, Speed: 966.4 KB/s, OK: 330, Errors: 0
2016-08-22 09:55:31: 
